,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),I,II,III,IV,V,"Temperature, K","Viscosity, cP",isomer_smiles#1,isomer_smiles#2,isomer_smiles#3,"VdWVolume, A^3#1","VdWVolume, A^3#2","VdWVolume, A^3#3",NumHeteroatoms,RingCount,InertialShapeFactor,SpherocityIndex,Metal_frac_gen,Li,C,N,O,F,Mg,Al,P,S,Cl,K,Cr,Fe,Co,Cu,Zn,Br,ind_syst
312,Methyltriphenylphosphonium bromide,glycerol,0,0.2,0.8,0,0,0,1,0,0,293.15,5.009634794,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,101.7309992,-16.00142117,0,3.6,0,0.001748113,0.577720381,0,0,6.2,0,2.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,246
313,Methyltriphenylphosphonium bromide,glycerol,0,0.2,0.8,0,0,0,1,0,0,298.15,4.7051965,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,101.7309992,-16.00142117,0,3.6,0,0.001748113,0.577720381,0,0,6.2,0,2.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,246
314,Methyltriphenylphosphonium bromide,glycerol,0,0.2,0.8,0,0,0,1,0,0,303.15,4.412434591,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,101.7309992,-16.00142117,0,3.6,0,0.001748113,0.577720381,0,0,6.2,0,2.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,246
315,Methyltriphenylphosphonium bromide,glycerol,0,0.2,0.8,0,0,0,1,0,0,308.15,4.192529394,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,101.7309992,-16.00142117,0,3.6,0,0.001748113,0.577720381,0,0,6.2,0,2.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,246
316,Methyltriphenylphosphonium bromide,glycerol,0,0.2,0.8,0,0,0,1,0,0,313.15,3.985087576,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,101.7309992,-16.00142117,0,3.6,0,0.001748113,0.577720381,0,0,6.2,0,2.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,246
317,Methyltriphenylphosphonium bromide,glycerol,0,0.2,0.8,0,0,0,1,0,0,318.15,3.736240025,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,101.7309992,-16.00142117,0,3.6,0,0.001748113,0.577720381,0,0,6.2,0,2.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,246
318,Methyltriphenylphosphonium bromide,glycerol,0,0.2,0.8,0,0,0,1,0,0,323.15,3.586846729,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,101.7309992,-16.00142117,0,3.6,0,0.001748113,0.577720381,0,0,6.2,0,2.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,246
319,Methyltriphenylphosphonium bromide,glycerol,0,0.2,0.8,0,0,0,1,0,0,328.15,3.425889994,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,101.7309992,-16.00142117,0,3.6,0,0.001748113,0.577720381,0,0,6.2,0,2.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,246
320,Methyltriphenylphosphonium bromide,glycerol,0,0.2,0.8,0,0,0,1,0,0,333.15,3.300271463,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(C(CO)O)O,,101.7309992,-16.00142117,0,3.6,0,0.001748113,0.577720381,0,0,6.2,0,2.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,246
322,Methyltriphenylphosphonium bromide,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,298.15,6.863897431,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O,,101.7309992,13.19763138,0,2,0,0.001523711,0.508077901,0,0,8.5,0,2.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,242
323,Methyltriphenylphosphonium bromide,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,303.15,6.353795963,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O,,101.7309992,13.19763138,0,2,0,0.001523711,0.508077901,0,0,8.5,0,2.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,242
324,Methyltriphenylphosphonium bromide,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,308.15,5.901922698,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O,,101.7309992,13.19763138,0,2,0,0.001523711,0.508077901,0,0,8.5,0,2.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,242
325,Methyltriphenylphosphonium bromide,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,313.15,5.496963286,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O,,101.7309992,13.19763138,0,2,0,0.001523711,0.508077901,0,0,8.5,0,2.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,242
326,Methyltriphenylphosphonium bromide,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,318.15,5.139204395,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O,,101.7309992,13.19763138,0,2,0,0.001523711,0.508077901,0,0,8.5,0,2.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,242
327,Methyltriphenylphosphonium bromide,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,323.15,4.826632325,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O,,101.7309992,13.19763138,0,2,0,0.001523711,0.508077901,0,0,8.5,0,2.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,242
328,Methyltriphenylphosphonium bromide,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,328.15,4.513054897,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O,,101.7309992,13.19763138,0,2,0,0.001523711,0.508077901,0,0,8.5,0,2.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,242
329,Methyltriphenylphosphonium bromide,LEVULINIC ACID,0,0.25,0.75,0,0,0,1,0,0,333.15,4.267316996,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],CC(=O)CCC(=O)O,,101.7309992,13.19763138,0,2,0,0.001523711,0.508077901,0,0,8.5,0,2.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,242
332,Tetrabutylammonium bromide,acetic acid,0,0.333,0.667,0,0,0,1,0,0,303.15,6.943296153,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)O,,12.33242042,-0.700947448,0,2.667,0,0.001668846,0.439283039,0,0,6.662,0.333,1.334,0,0,0,0,0,0,0,0,0,0,0,0,0.333,302
333,Tetrabutylammonium bromide,acetic acid,0,0.333,0.667,0,0,0,1,0,0,308.15,6.450170219,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)O,,12.33242042,-0.700947448,0,2.667,0,0.001668846,0.439283039,0,0,6.662,0.333,1.334,0,0,0,0,0,0,0,0,0,0,0,0,0.333,302
334,Tetrabutylammonium bromide,acetic acid,0,0.333,0.667,0,0,0,1,0,0,313.15,6.078398838,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)O,,12.33242042,-0.700947448,0,2.667,0,0.001668846,0.439283039,0,0,6.662,0.333,1.334,0,0,0,0,0,0,0,0,0,0,0,0,0.333,302
335,Tetrabutylammonium bromide,acetic acid,0,0.333,0.667,0,0,0,1,0,0,318.15,5.635289478,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)O,,12.33242042,-0.700947448,0,2.667,0,0.001668846,0.439283039,0,0,6.662,0.333,1.334,0,0,0,0,0,0,0,0,0,0,0,0,0.333,302
336,Tetrabutylammonium bromide,acetic acid,0,0.333,0.667,0,0,0,1,0,0,323.15,5.347964306,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)O,,12.33242042,-0.700947448,0,2.667,0,0.001668846,0.439283039,0,0,6.662,0.333,1.334,0,0,0,0,0,0,0,0,0,0,0,0,0.333,302
337,Tetrabutylammonium bromide,acetic acid,0,0.333,0.667,0,0,0,1,0,0,328.15,5.18380398,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)O,,12.33242042,-0.700947448,0,2.667,0,0.001668846,0.439283039,0,0,6.662,0.333,1.334,0,0,0,0,0,0,0,0,0,0,0,0,0.333,302
338,Tetrabutylammonium bromide,acetic acid,0,0.333,0.667,0,0,0,1,0,0,333.15,4.735671994,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CC(=O)O,,12.33242042,-0.700947448,0,2.667,0,0.001668846,0.439283039,0,0,6.662,0.333,1.334,0,0,0,0,0,0,0,0,0,0,0,0,0.333,302
339,Tetrabutylammonium bromide,Ethanolamine,0,0.143,0.857,0,0,0,1,0,0,293.15,4.26112938,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,,12.33242042,-18.64094745,0,2.857,0,0.003627392,0.430829382,0,0,4.002,1,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0.143,299
340,Tetrabutylammonium bromide,Ethanolamine,0,0.143,0.857,0,0,0,1,0,0,298.15,4.019261756,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,,12.33242042,-18.64094745,0,2.857,0,0.003627392,0.430829382,0,0,4.002,1,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0.143,299
341,Tetrabutylammonium bromide,Ethanolamine,0,0.143,0.857,0,0,0,1,0,0,308.15,3.583796678,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,,12.33242042,-18.64094745,0,2.857,0,0.003627392,0.430829382,0,0,4.002,1,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0.143,299
342,Tetrabutylammonium bromide,Ethanolamine,0,0.143,0.857,0,0,0,1,0,0,313.15,3.406516543,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,,12.33242042,-18.64094745,0,2.857,0,0.003627392,0.430829382,0,0,4.002,1,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0.143,299
343,Tetrabutylammonium bromide,Ethanolamine,0,0.143,0.857,0,0,0,1,0,0,318.15,3.278653029,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,,12.33242042,-18.64094745,0,2.857,0,0.003627392,0.430829382,0,0,4.002,1,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0.143,299
344,Tetrabutylammonium bromide,Ethanolamine,0,0.143,0.857,0,0,0,1,0,0,323.15,3.192942443,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,,12.33242042,-18.64094745,0,2.857,0,0.003627392,0.430829382,0,0,4.002,1,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0.143,299
345,Tetrabutylammonium bromide,Ethanolamine,0,0.143,0.857,0,0,0,1,0,0,328.15,3.080073422,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,,12.33242042,-18.64094745,0,2.857,0,0.003627392,0.430829382,0,0,4.002,1,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0.143,299
346,Tetrabutylammonium bromide,Ethanolamine,0,0.143,0.857,0,0,0,1,0,0,333.15,2.931726944,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,,12.33242042,-18.64094745,0,2.857,0,0.003627392,0.430829382,0,0,4.002,1,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0.143,299
347,Tetrabutylammonium bromide,Ethanolamine,0,0.125,0.875,0,0,0,1,0,0,293.15,4.176692304,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,,12.33242042,-18.64094745,0,2.875,0,0.004061047,0.430891241,0,0,3.75,1,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0.125,299
348,Tetrabutylammonium bromide,Ethanolamine,0,0.125,0.875,0,0,0,1,0,0,298.15,3.94661765,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,,12.33242042,-18.64094745,0,2.875,0,0.004061047,0.430891241,0,0,3.75,1,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0.125,299
349,Tetrabutylammonium bromide,Ethanolamine,0,0.125,0.875,0,0,0,1,0,0,303.15,3.753261713,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,,12.33242042,-18.64094745,0,2.875,0,0.004061047,0.430891241,0,0,3.75,1,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0.125,299
350,Tetrabutylammonium bromide,Ethanolamine,0,0.125,0.875,0,0,0,1,0,0,308.15,3.504956616,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,,12.33242042,-18.64094745,0,2.875,0,0.004061047,0.430891241,0,0,3.75,1,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0.125,299
351,Tetrabutylammonium bromide,Ethanolamine,0,0.125,0.875,0,0,0,1,0,0,313.15,3.354455119,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,,12.33242042,-18.64094745,0,2.875,0,0.004061047,0.430891241,0,0,3.75,1,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0.125,299
352,Tetrabutylammonium bromide,Ethanolamine,0,0.125,0.875,0,0,0,1,0,0,318.15,3.218475745,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,,12.33242042,-18.64094745,0,2.875,0,0.004061047,0.430891241,0,0,3.75,1,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0.125,299
353,Tetrabutylammonium bromide,Ethanolamine,0,0.125,0.875,0,0,0,1,0,0,323.15,3.121042465,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,,12.33242042,-18.64094745,0,2.875,0,0.004061047,0.430891241,0,0,3.75,1,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0.125,299
354,Tetrabutylammonium bromide,Ethanolamine,0,0.125,0.875,0,0,0,1,0,0,328.15,3.057297629,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,,12.33242042,-18.64094745,0,2.875,0,0.004061047,0.430891241,0,0,3.75,1,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0.125,299
355,Tetrabutylammonium bromide,Ethanolamine,0,0.125,0.875,0,0,0,1,0,0,333.15,2.958030406,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CO)N,,12.33242042,-18.64094745,0,2.875,0,0.004061047,0.430891241,0,0,3.75,1,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0.125,299
356,Tetrabutylammonium chloride,acetic acid,0,0.333,0.667,0,0,0,1,0,0,293.15,5.900609429,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)O,,12.33242042,-0.700947448,0,2.667,0,0.00164443,0.582152197,0,0,6.662,0.333,1.334,0,0,0,0,0,0.333,0,0,0,0,0,0,0,310
357,Tetrabutylammonium chloride,acetic acid,0,0.333,0.667,0,0,0,1,0,0,298.15,5.548336512,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)O,,12.33242042,-0.700947448,0,2.667,0,0.00164443,0.582152197,0,0,6.662,0.333,1.334,0,0,0,0,0,0.333,0,0,0,0,0,0,0,310
358,Tetrabutylammonium chloride,acetic acid,0,0.333,0.667,0,0,0,1,0,0,303.15,5.181277804,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)O,,12.33242042,-0.700947448,0,2.667,0,0.00164443,0.582152197,0,0,6.662,0.333,1.334,0,0,0,0,0,0.333,0,0,0,0,0,0,0,310
359,Tetrabutylammonium chloride,acetic acid,0,0.333,0.667,0,0,0,1,0,0,308.15,4.901415489,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)O,,12.33242042,-0.700947448,0,2.667,0,0.00164443,0.582152197,0,0,6.662,0.333,1.334,0,0,0,0,0,0.333,0,0,0,0,0,0,0,310
360,Tetrabutylammonium chloride,acetic acid,0,0.333,0.667,0,0,0,1,0,0,313.15,4.722597603,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)O,,12.33242042,-0.700947448,0,2.667,0,0.00164443,0.582152197,0,0,6.662,0.333,1.334,0,0,0,0,0,0.333,0,0,0,0,0,0,0,310
361,Tetrabutylammonium chloride,acetic acid,0,0.333,0.667,0,0,0,1,0,0,318.15,4.523526197,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)O,,12.33242042,-0.700947448,0,2.667,0,0.00164443,0.582152197,0,0,6.662,0.333,1.334,0,0,0,0,0,0.333,0,0,0,0,0,0,0,310
362,Tetrabutylammonium chloride,acetic acid,0,0.333,0.667,0,0,0,1,0,0,323.15,4.376385755,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)O,,12.33242042,-0.700947448,0,2.667,0,0.00164443,0.582152197,0,0,6.662,0.333,1.334,0,0,0,0,0,0.333,0,0,0,0,0,0,0,310
363,Tetrabutylammonium chloride,acetic acid,0,0.333,0.667,0,0,0,1,0,0,328.15,4.285928645,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)O,,12.33242042,-0.700947448,0,2.667,0,0.00164443,0.582152197,0,0,6.662,0.333,1.334,0,0,0,0,0,0.333,0,0,0,0,0,0,0,310
364,Tetrabutylammonium chloride,acetic acid,0,0.333,0.667,0,0,0,1,0,0,333.15,4.159976236,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)O,,12.33242042,-0.700947448,0,2.667,0,0.00164443,0.582152197,0,0,6.662,0.333,1.334,0,0,0,0,0,0.333,0,0,0,0,0,0,0,310
365,TETRAETHYLAMMONIUM CHLORIDE,acetic acid,0,0.333,0.667,0,0,0,1,0,0,293.15,3.119718253,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O,,-8.783789791,-0.700947448,0,2.667,0,0.007081692,0.259549324,0,0,3.998,0.333,1.334,0,0,0,0,0,0.333,0,0,0,0,0,0,0,266
366,TETRAETHYLAMMONIUM CHLORIDE,acetic acid,0,0.333,0.667,0,0,0,1,0,0,298.15,3.037353948,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O,,-8.783789791,-0.700947448,0,2.667,0,0.007081692,0.259549324,0,0,3.998,0.333,1.334,0,0,0,0,0,0.333,0,0,0,0,0,0,0,266
367,TETRAETHYLAMMONIUM CHLORIDE,acetic acid,0,0.333,0.667,0,0,0,1,0,0,303.15,2.95438931,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O,,-8.783789791,-0.700947448,0,2.667,0,0.007081692,0.259549324,0,0,3.998,0.333,1.334,0,0,0,0,0,0.333,0,0,0,0,0,0,0,266
368,TETRAETHYLAMMONIUM CHLORIDE,acetic acid,0,0.333,0.667,0,0,0,1,0,0,308.15,2.871868286,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O,,-8.783789791,-0.700947448,0,2.667,0,0.007081692,0.259549324,0,0,3.998,0.333,1.334,0,0,0,0,0,0.333,0,0,0,0,0,0,0,266
369,TETRAETHYLAMMONIUM CHLORIDE,acetic acid,0,0.333,0.667,0,0,0,1,0,0,313.15,2.789937361,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O,,-8.783789791,-0.700947448,0,2.667,0,0.007081692,0.259549324,0,0,3.998,0.333,1.334,0,0,0,0,0,0.333,0,0,0,0,0,0,0,266
370,TETRAETHYLAMMONIUM CHLORIDE,acetic acid,0,0.333,0.667,0,0,0,1,0,0,318.15,2.709382646,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O,,-8.783789791,-0.700947448,0,2.667,0,0.007081692,0.259549324,0,0,3.998,0.333,1.334,0,0,0,0,0,0.333,0,0,0,0,0,0,0,266
371,TETRAETHYLAMMONIUM CHLORIDE,acetic acid,0,0.333,0.667,0,0,0,1,0,0,323.15,2.632608006,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O,,-8.783789791,-0.700947448,0,2.667,0,0.007081692,0.259549324,0,0,3.998,0.333,1.334,0,0,0,0,0,0.333,0,0,0,0,0,0,0,266
372,TETRAETHYLAMMONIUM CHLORIDE,acetic acid,0,0.333,0.667,0,0,0,1,0,0,328.15,2.559550193,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O,,-8.783789791,-0.700947448,0,2.667,0,0.007081692,0.259549324,0,0,3.998,0.333,1.334,0,0,0,0,0,0.333,0,0,0,0,0,0,0,266
373,TETRAETHYLAMMONIUM CHLORIDE,acetic acid,0,0.333,0.667,0,0,0,1,0,0,333.15,2.491551193,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O,,-8.783789791,-0.700947448,0,2.667,0,0.007081692,0.259549324,0,0,3.998,0.333,1.334,0,0,0,0,0,0.333,0,0,0,0,0,0,0,266
374,TETRAETHYLAMMONIUM CHLORIDE,acetic acid,0,0.25,0.75,0,0,0,1,0,0,293.15,3.445852022,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O,,-8.783789791,-0.700947448,0,2.75,0,0.008372632,0.276262514,0,0,3.5,0.25,1.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,266
375,TETRAETHYLAMMONIUM CHLORIDE,acetic acid,0,0.25,0.75,0,0,0,1,0,0,298.15,3.314913013,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O,,-8.783789791,-0.700947448,0,2.75,0,0.008372632,0.276262514,0,0,3.5,0.25,1.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,266
376,TETRAETHYLAMMONIUM CHLORIDE,acetic acid,0,0.25,0.75,0,0,0,1,0,0,303.15,3.165475048,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O,,-8.783789791,-0.700947448,0,2.75,0,0.008372632,0.276262514,0,0,3.5,0.25,1.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,266
377,TETRAETHYLAMMONIUM CHLORIDE,acetic acid,0,0.25,0.75,0,0,0,1,0,0,308.15,3.05305734,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O,,-8.783789791,-0.700947448,0,2.75,0,0.008372632,0.276262514,0,0,3.5,0.25,1.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,266
378,TETRAETHYLAMMONIUM CHLORIDE,acetic acid,0,0.25,0.75,0,0,0,1,0,0,313.15,2.962692419,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O,,-8.783789791,-0.700947448,0,2.75,0,0.008372632,0.276262514,0,0,3.5,0.25,1.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,266
379,TETRAETHYLAMMONIUM CHLORIDE,acetic acid,0,0.25,0.75,0,0,0,1,0,0,318.15,2.808800104,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O,,-8.783789791,-0.700947448,0,2.75,0,0.008372632,0.276262514,0,0,3.5,0.25,1.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,266
380,TETRAETHYLAMMONIUM CHLORIDE,acetic acid,0,0.25,0.75,0,0,0,1,0,0,323.15,2.683757509,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O,,-8.783789791,-0.700947448,0,2.75,0,0.008372632,0.276262514,0,0,3.5,0.25,1.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,266
381,TETRAETHYLAMMONIUM CHLORIDE,acetic acid,0,0.25,0.75,0,0,0,1,0,0,328.15,2.642622396,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O,,-8.783789791,-0.700947448,0,2.75,0,0.008372632,0.276262514,0,0,3.5,0.25,1.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,266
382,TETRAETHYLAMMONIUM CHLORIDE,acetic acid,0,0.25,0.75,0,0,0,1,0,0,333.15,2.629006994,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O,,-8.783789791,-0.700947448,0,2.75,0,0.008372632,0.276262514,0,0,3.5,0.25,1.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,266
383,TETRAETHYLAMMONIUM CHLORIDE,octanoic acid,0,0.25,0.75,0,0,0,1,0,0,293.15,3.201526187,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCC(=O)O,,-8.783789791,15.13621021,0,2,0,0.005637092,0.161024136,0,0,8,0.25,1.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,268
384,TETRAETHYLAMMONIUM CHLORIDE,octanoic acid,0,0.25,0.75,0,0,0,1,0,0,298.15,3.068052935,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCC(=O)O,,-8.783789791,15.13621021,0,2,0,0.005637092,0.161024136,0,0,8,0.25,1.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,268
385,TETRAETHYLAMMONIUM CHLORIDE,octanoic acid,0,0.25,0.75,0,0,0,1,0,0,303.15,2.96784707,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCC(=O)O,,-8.783789791,15.13621021,0,2,0,0.005637092,0.161024136,0,0,8,0.25,1.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,268
386,TETRAETHYLAMMONIUM CHLORIDE,octanoic acid,0,0.25,0.75,0,0,0,1,0,0,308.15,2.832624936,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCC(=O)O,,-8.783789791,15.13621021,0,2,0,0.005637092,0.161024136,0,0,8,0.25,1.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,268
387,TETRAETHYLAMMONIUM CHLORIDE,octanoic acid,0,0.25,0.75,0,0,0,1,0,0,313.15,2.741484977,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCC(=O)O,,-8.783789791,15.13621021,0,2,0,0.005637092,0.161024136,0,0,8,0.25,1.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,268
388,TETRAETHYLAMMONIUM CHLORIDE,octanoic acid,0,0.25,0.75,0,0,0,1,0,0,318.15,2.678278043,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCC(=O)O,,-8.783789791,15.13621021,0,2,0,0.005637092,0.161024136,0,0,8,0.25,1.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,268
389,TETRAETHYLAMMONIUM CHLORIDE,octanoic acid,0,0.25,0.75,0,0,0,1,0,0,323.15,2.618125494,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCC(=O)O,,-8.783789791,15.13621021,0,2,0,0.005637092,0.161024136,0,0,8,0.25,1.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,268
390,TETRAETHYLAMMONIUM CHLORIDE,octanoic acid,0,0.25,0.75,0,0,0,1,0,0,328.15,2.516889696,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCC(=O)O,,-8.783789791,15.13621021,0,2,0,0.005637092,0.161024136,0,0,8,0.25,1.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,268
391,TETRAETHYLAMMONIUM CHLORIDE,octanoic acid,0,0.25,0.75,0,0,0,1,0,0,333.15,2.43798973,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCC(=O)O,,-8.783789791,15.13621021,0,2,0,0.005637092,0.161024136,0,0,8,0.25,1.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,268
