Number of components,Type of DES,Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),"Tmelt, K",Phase diagram (Yes/No),Reference (DOI),Smiles#1,Smiles#2,Tmelt#1,Tmelt#2,MW,HBD_total,fr_Al_COO,fr_Ar_COO,fr_Ar_N,fr_Ar_OH,fr_NH0,fr_NH1,fr_amide,AROM,ALERTS,n_HM
2,5,1-dioctylphosphoryloctane,phenol,0.7,0.3,311.85,Yes,10.1021/acssuschemeng.0c00559,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,Oc1ccccc1,426.65,314.15,298.88540000000023,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,1.4,0.0
2,5,1-dioctylphosphoryloctane,phenol,0.67,0.33,309.55,Yes,10.1021/acssuschemeng.0c00559,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,Oc1ccccc1,426.65,314.15,290.10944000000023,0.33,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.33,1.34,0.0
2,5,1-dioctylphosphoryloctane,phenol,0.6,0.4,303.45,Yes,10.1021/acssuschemeng.0c00559,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,Oc1ccccc1,426.65,314.15,269.6322000000002,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,1.2,0.0
2,5,1-dioctylphosphoryloctane,phenol,0.5,0.5,262.15,Yes,10.1021/acssuschemeng.0c00559,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,Oc1ccccc1,426.65,314.15,240.37900000000016,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0
2,5,1-dioctylphosphoryloctane,phenol,0.4,0.6,236.65,Yes,10.1021/acssuschemeng.0c00559,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,Oc1ccccc1,426.65,314.15,211.12580000000014,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6,0.8,0.0
2,5,1-dioctylphosphoryloctane,phenol,0.3333,0.6667,240.15,Yes,10.1021/acssuschemeng.0c00559,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,Oc1ccccc1,426.65,314.15,191.6139156000001,0.6667,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.6667,0.6666,0.0
2,5,1-dioctylphosphoryloctane,phenol,0.2,0.8,240.15,Yes,10.1021/acssuschemeng.0c00559,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,Oc1ccccc1,426.65,314.15,152.61940000000007,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.4,0.0
2,5,1-dioctylphosphoryloctane,phenol,0.1,0.9,297.35,Yes,10.1021/acssuschemeng.0c00559,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,Oc1ccccc1,426.65,314.15,123.36620000000003,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.9,0.2,0.0
2,5,2-(trimethylazaniumyl)acetate,2-phenylacetic acid,0.3333,0.6667,266.15,No,10.1021/acssuschemeng.0c00559,C[N+](C)(C)CC(=O)[O-],O=C(O)Cc1ccccc1,566.0,349.6,129.81663339999997,0.6667,1.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.6667,0.3333,0.0
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-phenylpropanoic acid,0.9,0.1,307.46,Yes,10.3390/molecules25051077,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,315.7,321.1,155.6598,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-phenylpropanoic acid,0.8,0.2,299.56,Yes,10.3390/molecules25051077,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,315.7,321.1,155.0506,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-phenylpropanoic acid,0.7,0.3,291.67,Yes,10.3390/molecules25051077,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,315.7,321.1,154.4414,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-phenylpropanoic acid,0.6,0.4,284.21,Yes,10.3390/molecules25051077,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,315.7,321.1,153.8322,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-phenylpropanoic acid,0.5,0.5,290.35,Yes,10.3390/molecules25051077,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,315.7,321.1,153.223,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-phenylpropanoic acid,0.4,0.6,296.93,Yes,10.3390/molecules25051077,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,315.7,321.1,152.6138,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-phenylpropanoic acid,0.3,0.7,303.95,Yes,10.3390/molecules25051077,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,315.7,321.1,152.00459999999998,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-phenylpropanoic acid,0.2,0.8,309.65,Yes,10.3390/molecules25051077,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,315.7,321.1,151.3954,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-phenylpropanoic acid,0.1,0.9,315.35,Yes,10.3390/molecules25051077,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,315.7,321.1,150.7862,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",N-(2-methylphenyl)-2-(propylamino)propanamide,0.5,0.5,291.15,No,10.1016/j.molliq.2020.114745,CCN(CC)CC(=O)Nc1c(C)cccc1C,CCCNC(C)C(=O)Nc1ccccc1C,341.15,310.55,227.3295,1.5,0.0,0.0,0.0,0.0,0.5,1.5,1.0,1.0,0.0,0.0
2,5,2-(trimethylazaniumyl)acetate;hydrate,propanoic acid,0.751,0.249,482.249,Yes,10.1016/j.molliq.2016.10.134,C[N+](C)(C)CC(=O)[O-].O,CCC(=O)O,514.15,252.15,119.95308399999999,0.249,1.0,0.0,0.0,0.0,0.751,0.0,0.0,0.0,0.751,0.0
2,5,2-(trimethylazaniumyl)acetate;hydrate,propanoic acid,0.504,0.496,439.846,Yes,10.1016/j.molliq.2016.10.134,C[N+](C)(C)CC(=O)[O-].O,CCC(=O)O,514.15,252.15,104.86533599999999,0.496,1.0,0.0,0.0,0.0,0.504,0.0,0.0,0.0,0.504,0.0
2,5,2-(trimethylazaniumyl)acetate;hydrate,propanoic acid,0.335,0.665,360.871,Yes,10.1016/j.molliq.2016.10.134,C[N+](C)(C)CC(=O)[O-].O,CCC(=O)O,514.15,252.15,94.54213999999999,0.665,1.0,0.0,0.0,0.0,0.335,0.0,0.0,0.0,0.335,0.0
2,5,2-(trimethylazaniumyl)acetate;hydrate,propanoic acid,0.25,0.75,376.242,Yes,10.1016/j.molliq.2016.10.134,C[N+](C)(C)CC(=O)[O-].O,CCC(=O)O,514.15,252.15,89.35,0.75,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0
2,5,2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2-diol",0.899,0.101,438.545,Yes,10.1016/j.molstruc.2017.11.064,C[N+](C)(C)CC(=O)[O-].O,CC(O)CO,514.15,237.15,129.19713199999998,0.202,0.899,0.0,0.0,0.0,0.899,0.0,0.0,0.0,0.899,0.0
2,5,2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2-diol",0.799,0.201,435.273,Yes,10.1016/j.molstruc.2017.11.064,C[N+](C)(C)CC(=O)[O-].O,CC(O)CO,514.15,237.15,123.29033199999999,0.402,0.799,0.0,0.0,0.0,0.799,0.0,0.0,0.0,0.799,0.0
2,5,2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2-diol",0.702,0.298,434.182,Yes,10.1016/j.molstruc.2017.11.064,C[N+](C)(C)CC(=O)[O-].O,CC(O)CO,514.15,237.15,117.56073599999998,0.596,0.702,0.0,0.0,0.0,0.702,0.0,0.0,0.0,0.702,0.0
2,5,2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2-diol",0.6,0.4,432.545,Yes,10.1016/j.molstruc.2017.11.064,C[N+](C)(C)CC(=O)[O-].O,CC(O)CO,514.15,237.15,111.5358,0.8,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6,0.0
2,5,2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2-diol",0.5,0.5,437.455,Yes,10.1016/j.molstruc.2017.11.064,C[N+](C)(C)CC(=O)[O-].O,CC(O)CO,514.15,237.15,105.62899999999999,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
2,5,2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2-diol",0.401,0.599,437.455,Yes,10.1016/j.molstruc.2017.11.064,C[N+](C)(C)CC(=O)[O-].O,CC(O)CO,514.15,237.15,99.78126799999998,1.198,0.401,0.0,0.0,0.0,0.401,0.0,0.0,0.0,0.401,0.0
2,5,2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2-diol",0.331,0.669,426.0,Yes,10.1016/j.molstruc.2017.11.064,C[N+](C)(C)CC(=O)[O-].O,CC(O)CO,514.15,237.15,95.646508,1.338,0.331,0.0,0.0,0.0,0.331,0.0,0.0,0.0,0.331,0.0
2,5,2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2-diol",0.252,0.748,405.273,Yes,10.1016/j.molstruc.2017.11.064,C[N+](C)(C)CC(=O)[O-].O,CC(O)CO,514.15,237.15,90.98013599999999,1.496,0.252,0.0,0.0,0.0,0.252,0.0,0.0,0.0,0.252,0.0
2,5,2-(trimethylazaniumyl)acetate;hydrate,"propane-1,2-diol",0.201,0.799,411.273,Yes,10.1016/j.molstruc.2017.11.064,C[N+](C)(C)CC(=O)[O-].O,CC(O)CO,514.15,237.15,87.967668,1.598,0.201,0.0,0.0,0.0,0.201,0.0,0.0,0.0,0.201,0.0
2,5,5-methyl-2-propan-2-ylcyclohexan-1-ol,2-oxopropanoic acid,0.333,0.666,279.15,No,10.1021/acssuschemeng.0c00559,CC1CCC(C(C)C)C(O)C1,CC(=O)C(=O)O,311.15,286.95,110.68686899999999,0.9990000000000001,0.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666,0.0
2,5,2-(trimethylazaniumyl)acetate,2-hydroxybenzoic acid,0.897,0.103,534.8,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],O=C(O)c1ccccc1O,566.0,432.15,119.30832199999999,0.206,0.897,0.103,0.0,0.103,0.897,0.0,0.0,0.103,0.897,0.0
2,5,2-(trimethylazaniumyl)acetate,2-hydroxybenzoic acid,0.796,0.204,488.8,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],O=C(O)c1ccccc1O,566.0,432.15,121.42669599999999,0.408,0.796,0.204,0.0,0.204,0.796,0.0,0.0,0.204,0.796,0.0
2,5,2-(trimethylazaniumyl)acetate,2-hydroxybenzoic acid,0.698,0.302,444.6,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],O=C(O)c1ccccc1O,566.0,432.15,123.48214799999998,0.604,0.698,0.302,0.0,0.302,0.698,0.0,0.0,0.302,0.698,0.0
2,5,2-(trimethylazaniumyl)acetate,2-hydroxybenzoic acid,0.597,0.403,411.8,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],O=C(O)c1ccccc1O,566.0,432.15,125.60052199999998,0.806,0.597,0.403,0.0,0.403,0.597,0.0,0.0,0.403,0.597,0.0
2,5,2-(trimethylazaniumyl)acetate,2-hydroxybenzoic acid,0.497,0.503,388.5,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],O=C(O)c1ccccc1O,566.0,432.15,127.697922,1.006,0.497,0.503,0.0,0.503,0.497,0.0,0.0,0.503,0.497,0.0
2,5,2-(trimethylazaniumyl)acetate,2-hydroxybenzoic acid,0.398,0.602,360.8,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],O=C(O)c1ccccc1O,566.0,432.15,129.774348,1.204,0.398,0.602,0.0,0.602,0.398,0.0,0.0,0.602,0.398,0.0
2,5,2-(trimethylazaniumyl)acetate,2-hydroxybenzoic acid,0.298,0.702,347.8,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],O=C(O)c1ccccc1O,566.0,432.15,131.871748,1.404,0.298,0.702,0.0,0.702,0.298,0.0,0.0,0.702,0.298,0.0
2,5,2-(trimethylazaniumyl)acetate,2-hydroxybenzoic acid,0.199,0.801,359.7,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],O=C(O)c1ccccc1O,566.0,432.15,133.94817400000002,1.602,0.199,0.801,0.0,0.801,0.199,0.0,0.0,0.801,0.199,0.0
2,5,2-(trimethylazaniumyl)acetate,2-hydroxybenzoic acid,0.099,0.901,395.4,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],O=C(O)c1ccccc1O,566.0,432.15,136.04557400000002,1.802,0.099,0.901,0.0,0.901,0.099,0.0,0.0,0.901,0.099,0.0
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",2-hydroxybenzoic acid,0.85,0.15,297.9,No,10.1039/C9CC04846D,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)c1ccccc1O,315.7,432.15,153.54695,1.15,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0
2,5,5-methyl-2-propan-2-ylcyclohexan-1-ol,phenyl 2-hydroxybenzoate,0.5,0.5,295.43,No,10.1021/acssuschemeng.0c00559,CC1CCC(C(C)C)C(O)C1,O=C(Oc1ccccc1)c1ccccc1O,311.15,314.85,185.2445,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",phenyl 2-hydroxybenzoate,0.43,0.57,291.35,Yes,10.1016/j.tca.2009.08.016,CCN(CC)CC(=O)Nc1c(C)cccc1C,O=C(Oc1ccccc1)c1ccccc1O,341.15,314.85,222.87288999999998,1.0,0.0,0.0,0.0,0.57,0.43,0.43,0.43,1.5699999999999998,1.14,0.0
2,5,2-(trimethylazaniumyl)acetate,octadecanoic acid,0.9,0.1,537.0,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],CCCCCCCCCCCCCCCCCC(=O)O,566.0,343.67,133.8816,0.1,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0
2,5,2-(trimethylazaniumyl)acetate,octadecanoic acid,0.8,0.2,502.0,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],CCCCCCCCCCCCCCCCCC(=O)O,566.0,343.67,150.61519999999996,0.2,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0
2,5,2-(trimethylazaniumyl)acetate,octadecanoic acid,0.7,0.3,475.0,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],CCCCCCCCCCCCCCCCCC(=O)O,566.0,343.67,167.34879999999995,0.3,1.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0
2,5,2-(trimethylazaniumyl)acetate,octadecanoic acid,0.6,0.4,443.0,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],CCCCCCCCCCCCCCCCCC(=O)O,566.0,343.67,184.08239999999995,0.4,1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0
2,5,2-(trimethylazaniumyl)acetate,octadecanoic acid,0.5,0.5,410.0,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],CCCCCCCCCCCCCCCCCC(=O)O,566.0,343.67,200.81599999999995,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0
2,5,2-(trimethylazaniumyl)acetate,octadecanoic acid,0.4,0.6,385.0,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],CCCCCCCCCCCCCCCCCC(=O)O,566.0,343.67,217.54959999999994,0.6,1.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0
2,5,2-(trimethylazaniumyl)acetate,octadecanoic acid,0.3,0.7,355.0,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],CCCCCCCCCCCCCCCCCC(=O)O,566.0,343.67,234.28319999999994,0.7,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0
2,5,2-(trimethylazaniumyl)acetate,octadecanoic acid,0.2,0.8,351.0,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],CCCCCCCCCCCCCCCCCC(=O)O,566.0,343.67,251.01679999999993,0.8,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0
2,5,2-(trimethylazaniumyl)acetate,octadecanoic acid,0.1,0.9,343.0,Yes,10.1002/cssc.202001331,C[N+](C)(C)CC(=O)[O-],CCCCCCCCCCCCCCCCCC(=O)O,566.0,343.67,267.75039999999996,0.9,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.9,0.1,308.6,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCC(=O)O,315.7,343.67,169.0905,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.8,0.2,316.14,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCC(=O)O,315.7,343.67,181.91199999999998,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.7,0.3,322.99,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCC(=O)O,315.7,343.67,194.7335,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.6,0.4,330.76,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCC(=O)O,315.7,343.67,207.55499999999995,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.5,0.5,332.85,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCC(=O)O,315.7,343.67,220.37649999999996,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.4,0.6,335.17,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCC(=O)O,315.7,343.67,233.19799999999995,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.31,0.69,336.77,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCC(=O)O,315.7,343.67,244.73734999999994,1.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.2,0.8,338.68,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCC(=O)O,315.7,343.67,258.84099999999995,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,0.1,0.9,340.88,Yes,10.1021/acssuschemeng.8b01203,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCC(=O)O,315.7,343.67,271.6624999999999,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",octadecanoic acid,0.5,0.5,316.15,No,10.1016/j.molliq.2020.114745,CCN(CC)CC(=O)Nc1c(C)cccc1C,CCCCCCCCCCCCCCCCCC(=O)O,341.15,343.67,259.41349999999994,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0
2,5,5-methyl-2-propan-2-ylphenol,octadecanoic acid,0.9,0.1,316.71,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCCCCCC(=O)O,323.5,343.67,163.6473,1.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.9,0.1,0.0
2,5,5-methyl-2-propan-2-ylphenol,octadecanoic acid,0.8,0.2,322.48,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCCCCCC(=O)O,323.5,343.67,177.0736,1.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.2,0.0
2,5,5-methyl-2-propan-2-ylphenol,octadecanoic acid,0.7,0.3,325.51,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCCCCCC(=O)O,323.5,343.67,190.49989999999997,1.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.7,0.3,0.0
2,5,5-methyl-2-propan-2-ylphenol,octadecanoic acid,0.6,0.4,329.42,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCCCCCC(=O)O,323.5,343.67,203.92619999999997,1.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.6,0.4,0.0
2,5,5-methyl-2-propan-2-ylphenol,octadecanoic acid,0.5,0.5,332.62,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCCCCCC(=O)O,323.5,343.67,217.35249999999996,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0
2,5,5-methyl-2-propan-2-ylphenol,octadecanoic acid,0.4,0.6,334.71,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCCCCCC(=O)O,323.5,343.67,230.77879999999996,1.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.6,0.0
2,5,5-methyl-2-propan-2-ylphenol,octadecanoic acid,0.3,0.7,337.45,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCCCCCC(=O)O,323.5,343.67,244.20509999999996,1.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.7,0.0
2,5,5-methyl-2-propan-2-ylphenol,octadecanoic acid,0.2,0.8,339.37,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCCCCCC(=O)O,323.5,343.67,257.6313999999999,1.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.8,0.0
2,5,5-methyl-2-propan-2-ylphenol,octadecanoic acid,0.1,0.9,341.05,Yes,10.1021/acssuschemeng.8b01203,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCCCCCC(=O)O,323.5,343.67,271.05769999999995,1.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.9,0.0
2,5,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",0.8942,0.1058,379.8608,Yes,10.1021/acssuschemeng.8b02042,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,377.15,462.05,197.3105178,5.3174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",0.8021,0.1979,367.5159,Yes,10.1021/acssuschemeng.8b02042,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,377.15,462.05,212.2437039,5.5937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",0.6968,0.3032,384.2179,Yes,10.1021/acssuschemeng.8b02042,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,377.15,462.05,229.3171512,5.9096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
