,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),I,II,III,IV,V,"Temperature, K","Density, g/cm^3",isomer_smiles#1,isomer_smiles#2,isomer_smiles#3,"VdWVolume, A^3#1","VdWVolume, A^3#2","VdWVolume, A^3#3",NumHeteroatoms,RingCount,InertialShapeFactor,SpherocityIndex,Metal_frac_gen,Li,C,N,O,F,Al,P,S,Cl,K,Fe,Cu,Zn,Br,ind_syst
915,"n,n-diethylethanolammonium chloride",glycerol,0,0.2,0.8,0,0,0,1,0,0,343.15,1.1936,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.004444178,0.609275548,0,0,3.6,0.2,2.6,0,0,0,0,0.2,0,0,0,0,0,392
916,"n,n-diethylethanolammonium chloride",glycerol,0,0.2,0.8,0,0,0,1,0,0,348.15,1.1901,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.004444178,0.609275548,0,0,3.6,0.2,2.6,0,0,0,0,0.2,0,0,0,0,0,392
917,"n,n-diethylethanolammonium chloride",glycerol,0,0.2,0.8,0,0,0,1,0,0,353.15,1.1873,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.004444178,0.609275548,0,0,3.6,0.2,2.6,0,0,0,0,0.2,0,0,0,0,0,392
918,"n,n-diethylethanolammonium chloride",glycerol,0,0.2,0.8,0,0,0,1,0,0,358.15,1.1841,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.004444178,0.609275548,0,0,3.6,0.2,2.6,0,0,0,0,0.2,0,0,0,0,0,392
919,"n,n-diethylethanolammonium chloride",glycerol,0,0.2,0.8,0,0,0,1,0,0,363.15,1.1807,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.004444178,0.609275548,0,0,3.6,0.2,2.6,0,0,0,0,0.2,0,0,0,0,0,392
920,"n,n-diethylethanolammonium chloride",glycerol,0,0.2,0.8,0,0,0,1,0,0,368.15,1.1781,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.004444178,0.609275548,0,0,3.6,0.2,2.6,0,0,0,0,0.2,0,0,0,0,0,392
921,"n,n-diethylethanolammonium chloride",glycerol,0,0.25,0.75,0,0,0,1,0,0,303.15,1.202,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.004138653,0.589530854,0,0,3.75,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,392
922,"n,n-diethylethanolammonium chloride",glycerol,0,0.25,0.75,0,0,0,1,0,0,308.15,1.199,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.004138653,0.589530854,0,0,3.75,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,392
923,"n,n-diethylethanolammonium chloride",glycerol,0,0.25,0.75,0,0,0,1,0,0,313.15,1.1961,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.004138653,0.589530854,0,0,3.75,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,392
924,"n,n-diethylethanolammonium chloride",glycerol,0,0.25,0.75,0,0,0,1,0,0,318.15,1.1929,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.004138653,0.589530854,0,0,3.75,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,392
925,"n,n-diethylethanolammonium chloride",glycerol,0,0.25,0.75,0,0,0,1,0,0,323.15,1.1884,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.004138653,0.589530854,0,0,3.75,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,392
926,"n,n-diethylethanolammonium chloride",glycerol,0,0.25,0.75,0,0,0,1,0,0,328.15,1.1868,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.004138653,0.589530854,0,0,3.75,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,392
927,"n,n-diethylethanolammonium chloride",glycerol,0,0.25,0.75,0,0,0,1,0,0,333.15,1.184,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.004138653,0.589530854,0,0,3.75,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,392
928,"n,n-diethylethanolammonium chloride",glycerol,0,0.25,0.75,0,0,0,1,0,0,338.15,1.1807,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.004138653,0.589530854,0,0,3.75,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,392
929,"n,n-diethylethanolammonium chloride",glycerol,0,0.25,0.75,0,0,0,1,0,0,343.15,1.1777,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.004138653,0.589530854,0,0,3.75,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,392
930,"n,n-diethylethanolammonium chloride",glycerol,0,0.25,0.75,0,0,0,1,0,0,348.15,1.1746,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.004138653,0.589530854,0,0,3.75,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,392
931,"n,n-diethylethanolammonium chloride",glycerol,0,0.25,0.75,0,0,0,1,0,0,353.15,1.1719,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.004138653,0.589530854,0,0,3.75,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,392
932,"n,n-diethylethanolammonium chloride",glycerol,0,0.25,0.75,0,0,0,1,0,0,358.15,1.1685,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.004138653,0.589530854,0,0,3.75,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,392
933,"n,n-diethylethanolammonium chloride",glycerol,0,0.25,0.75,0,0,0,1,0,0,363.15,1.1661,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.004138653,0.589530854,0,0,3.75,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,392
934,"n,n-diethylethanolammonium chloride",glycerol,0,0.25,0.75,0,0,0,1,0,0,368.15,1.1624,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.004138653,0.589530854,0,0,3.75,0.25,2.5,0,0,0,0,0.25,0,0,0,0,0,392
935,"n,n-diethylethanolammonium chloride",glycerol,0,0.33,0.67,0,0,0,1,0,0,298.15,1.1731,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.003726315,0.565211985,0,0,3.99,0.33,2.34,0,0,0,0,0.33,0,0,0,0,0,392
936,"n,n-diethylethanolammonium chloride",glycerol,0,0.33,0.67,0,0,0,1,0,0,303.15,1.17,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.003726315,0.565211985,0,0,3.99,0.33,2.34,0,0,0,0,0.33,0,0,0,0,0,392
937,"n,n-diethylethanolammonium chloride",glycerol,0,0.33,0.67,0,0,0,1,0,0,308.15,1.1671,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.003726315,0.565211985,0,0,3.99,0.33,2.34,0,0,0,0,0.33,0,0,0,0,0,392
938,"n,n-diethylethanolammonium chloride",glycerol,0,0.33,0.67,0,0,0,1,0,0,313.15,1.1638,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.003726315,0.565211985,0,0,3.99,0.33,2.34,0,0,0,0,0.33,0,0,0,0,0,392
939,"n,n-diethylethanolammonium chloride",glycerol,0,0.33,0.67,0,0,0,1,0,0,318.15,1.1613,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.003726315,0.565211985,0,0,3.99,0.33,2.34,0,0,0,0,0.33,0,0,0,0,0,392
940,"n,n-diethylethanolammonium chloride",glycerol,0,0.33,0.67,0,0,0,1,0,0,323.15,1.1585,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.003726315,0.565211985,0,0,3.99,0.33,2.34,0,0,0,0,0.33,0,0,0,0,0,392
941,"n,n-diethylethanolammonium chloride",glycerol,0,0.33,0.67,0,0,0,1,0,0,328.15,1.1554,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.003726315,0.565211985,0,0,3.99,0.33,2.34,0,0,0,0,0.33,0,0,0,0,0,392
942,"n,n-diethylethanolammonium chloride",glycerol,0,0.33,0.67,0,0,0,1,0,0,333.15,1.1531,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.003726315,0.565211985,0,0,3.99,0.33,2.34,0,0,0,0,0.33,0,0,0,0,0,392
943,"n,n-diethylethanolammonium chloride",glycerol,0,0.33,0.67,0,0,0,1,0,0,338.15,1.1492,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.003726315,0.565211985,0,0,3.99,0.33,2.34,0,0,0,0,0.33,0,0,0,0,0,392
944,"n,n-diethylethanolammonium chloride",glycerol,0,0.33,0.67,0,0,0,1,0,0,343.15,1.1458,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.003726315,0.565211985,0,0,3.99,0.33,2.34,0,0,0,0,0.33,0,0,0,0,0,392
945,"n,n-diethylethanolammonium chloride",glycerol,0,0.33,0.67,0,0,0,1,0,0,348.15,1.1431,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.003726315,0.565211985,0,0,3.99,0.33,2.34,0,0,0,0,0.33,0,0,0,0,0,392
946,"n,n-diethylethanolammonium chloride",glycerol,0,0.33,0.67,0,0,0,1,0,0,353.15,1.1403,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.003726315,0.565211985,0,0,3.99,0.33,2.34,0,0,0,0,0.33,0,0,0,0,0,392
947,"n,n-diethylethanolammonium chloride",glycerol,0,0.33,0.67,0,0,0,1,0,0,358.15,1.1374,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.003726315,0.565211985,0,0,3.99,0.33,2.34,0,0,0,0,0.33,0,0,0,0,0,392
948,"n,n-diethylethanolammonium chloride",glycerol,0,0.33,0.67,0,0,0,1,0,0,363.15,1.1344,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.003726315,0.565211985,0,0,3.99,0.33,2.34,0,0,0,0,0.33,0,0,0,0,0,392
949,"n,n-diethylethanolammonium chloride",glycerol,0,0.33,0.67,0,0,0,1,0,0,368.15,1.1311,CC(C)(C)[NH2+]CCO.[Cl-],C(C(CO)O)O,,-20.04284234,-16.00142117,0,3,0,0.003726315,0.565211985,0,0,3.99,0.33,2.34,0,0,0,0,0.33,0,0,0,0,0,392
950,CHOLINE CHLORIDE,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,308.15,1.1111,C[N+](C)(C)CCO.[Cl-],C(CO)O,,-22.68236862,-12.66094745,0,2.333,0,0.006113502,0.421032195,0,0,2.999,0.333,1.667,0,0,0,0,0.333,0,0,0,0,0,58
951,CHOLINE CHLORIDE,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,313.15,1.1074,C[N+](C)(C)CCO.[Cl-],C(CO)O,,-22.68236862,-12.66094745,0,2.333,0,0.006113502,0.421032195,0,0,2.999,0.333,1.667,0,0,0,0,0.333,0,0,0,0,0,58
952,CHOLINE CHLORIDE,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,318.15,1.10545,C[N+](C)(C)CCO.[Cl-],C(CO)O,,-22.68236862,-12.66094745,0,2.333,0,0.006113502,0.421032195,0,0,2.999,0.333,1.667,0,0,0,0,0.333,0,0,0,0,0,58
953,CHOLINE CHLORIDE,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,323.15,1.101766667,C[N+](C)(C)CCO.[Cl-],C(CO)O,,-22.68236862,-12.66094745,0,2.333,0,0.006113502,0.421032195,0,0,2.999,0.333,1.667,0,0,0,0,0.333,0,0,0,0,0,58
954,CHOLINE CHLORIDE,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,328.15,1.0998,C[N+](C)(C)CCO.[Cl-],C(CO)O,,-22.68236862,-12.66094745,0,2.333,0,0.006113502,0.421032195,0,0,2.999,0.333,1.667,0,0,0,0,0.333,0,0,0,0,0,58
955,CHOLINE CHLORIDE,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,333.15,1.0962,C[N+](C)(C)CCO.[Cl-],C(CO)O,,-22.68236862,-12.66094745,0,2.333,0,0.006113502,0.421032195,0,0,2.999,0.333,1.667,0,0,0,0,0.333,0,0,0,0,0,58
956,CHOLINE CHLORIDE,glycerol,0,0.333,0.667,0,0,0,1,0,0,308.15,1.1857,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,,-22.68236862,-16.00142117,0,3,0,0.004153813,0.520025295,0,0,3.666,0.333,2.334,0,0,0,0,0.333,0,0,0,0,0,81
957,CHOLINE CHLORIDE,glycerol,0,0.333,0.667,0,0,0,1,0,0,313.15,1.1825,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,,-22.68236862,-16.00142117,0,3,0,0.004153813,0.520025295,0,0,3.666,0.333,2.334,0,0,0,0,0.333,0,0,0,0,0,81
958,CHOLINE CHLORIDE,glycerol,0,0.333,0.667,0,0,0,1,0,0,318.15,1.1802,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,,-22.68236862,-16.00142117,0,3,0,0.004153813,0.520025295,0,0,3.666,0.333,2.334,0,0,0,0,0.333,0,0,0,0,0,81
959,CHOLINE CHLORIDE,glycerol,0,0.333,0.667,0,0,0,1,0,0,323.15,1.17725,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,,-22.68236862,-16.00142117,0,3,0,0.004153813,0.520025295,0,0,3.666,0.333,2.334,0,0,0,0,0.333,0,0,0,0,0,81
960,CHOLINE CHLORIDE,glycerol,0,0.333,0.667,0,0,0,1,0,0,328.15,1.1747,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,,-22.68236862,-16.00142117,0,3,0,0.004153813,0.520025295,0,0,3.666,0.333,2.334,0,0,0,0,0.333,0,0,0,0,0,81
961,CHOLINE CHLORIDE,glycerol,0,0.333,0.667,0,0,0,1,0,0,333.15,1.1716,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,,-22.68236862,-16.00142117,0,3,0,0.004153813,0.520025295,0,0,3.666,0.333,2.334,0,0,0,0,0.333,0,0,0,0,0,81
962,CHOLINE CHLORIDE,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,338.15,1.0941,C[N+](C)(C)CCO.[Cl-],C(CO)O,,-22.68236862,-12.66094745,0,2.333,0,0.006113502,0.421032195,0,0,2.999,0.333,1.667,0,0,0,0,0.333,0,0,0,0,0,58
963,CHOLINE CHLORIDE,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,343.15,1.09,C[N+](C)(C)CCO.[Cl-],C(CO)O,,-22.68236862,-12.66094745,0,2.333,0,0.006113502,0.421032195,0,0,2.999,0.333,1.667,0,0,0,0,0.333,0,0,0,0,0,58
964,CHOLINE CHLORIDE,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,348.15,1.0886,C[N+](C)(C)CCO.[Cl-],C(CO)O,,-22.68236862,-12.66094745,0,2.333,0,0.006113502,0.421032195,0,0,2.999,0.333,1.667,0,0,0,0,0.333,0,0,0,0,0,58
965,CHOLINE CHLORIDE,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,353.15,1.08385,C[N+](C)(C)CCO.[Cl-],C(CO)O,,-22.68236862,-12.66094745,0,2.333,0,0.006113502,0.421032195,0,0,2.999,0.333,1.667,0,0,0,0,0.333,0,0,0,0,0,58
966,CHOLINE CHLORIDE,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,358.15,1.083,C[N+](C)(C)CCO.[Cl-],C(CO)O,,-22.68236862,-12.66094745,0,2.333,0,0.006113502,0.421032195,0,0,2.999,0.333,1.667,0,0,0,0,0.333,0,0,0,0,0,58
967,CHOLINE CHLORIDE,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,363.15,1.07735,C[N+](C)(C)CCO.[Cl-],C(CO)O,,-22.68236862,-12.66094745,0,2.333,0,0.006113502,0.421032195,0,0,2.999,0.333,1.667,0,0,0,0,0.333,0,0,0,0,0,58
968,CHOLINE CHLORIDE,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,283.15,1.1229,C[N+](C)(C)CCO.[Cl-],C(CO)O,,-22.68236862,-12.66094745,0,2.333,0,0.006113502,0.421032195,0,0,2.999,0.333,1.667,0,0,0,0,0.333,0,0,0,0,0,58
969,CHOLINE CHLORIDE,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,293.15,1.1171,C[N+](C)(C)CCO.[Cl-],C(CO)O,,-22.68236862,-12.66094745,0,2.333,0,0.006113502,0.421032195,0,0,2.999,0.333,1.667,0,0,0,0,0.333,0,0,0,0,0,58
970,CHOLINE CHLORIDE,malonic acid,0,0.333,0.667,0,0,0,1,0,0,283.15,1.1915,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,,-22.68236862,1.938578828,0,3.667,0,0.00510179,0.409013761,0,0,3.666,0.333,3.001,0,0,0,0,0.333,0,0,0,0,0,92
971,CHOLINE CHLORIDE,malonic acid,0,0.333,0.667,0,0,0,1,0,0,293.15,1.1851,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,,-22.68236862,1.938578828,0,3.667,0,0.00510179,0.409013761,0,0,3.666,0.333,3.001,0,0,0,0,0.333,0,0,0,0,0,92
972,CHOLINE CHLORIDE,malonic acid,0,0.333,0.667,0,0,0,1,0,0,303.15,1.1786,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,,-22.68236862,1.938578828,0,3.667,0,0.00510179,0.409013761,0,0,3.666,0.333,3.001,0,0,0,0,0.333,0,0,0,0,0,92
973,CHOLINE CHLORIDE,malonic acid,0,0.333,0.667,0,0,0,1,0,0,313.15,1.1723,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,,-22.68236862,1.938578828,0,3.667,0,0.00510179,0.409013761,0,0,3.666,0.333,3.001,0,0,0,0,0.333,0,0,0,0,0,92
974,CHOLINE CHLORIDE,malonic acid,0,0.333,0.667,0,0,0,1,0,0,323.15,1.166,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,,-22.68236862,1.938578828,0,3.667,0,0.00510179,0.409013761,0,0,3.666,0.333,3.001,0,0,0,0,0.333,0,0,0,0,0,92
975,CHOLINE CHLORIDE,malonic acid,0,0.333,0.667,0,0,0,1,0,0,333.15,1.1603,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,,-22.68236862,1.938578828,0,3.667,0,0.00510179,0.409013761,0,0,3.666,0.333,3.001,0,0,0,0,0.333,0,0,0,0,0,92
976,CHOLINE CHLORIDE,malonic acid,0,0.333,0.667,0,0,0,1,0,0,343.15,1.154,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,,-22.68236862,1.938578828,0,3.667,0,0.00510179,0.409013761,0,0,3.666,0.333,3.001,0,0,0,0,0.333,0,0,0,0,0,92
977,CHOLINE CHLORIDE,malonic acid,0,0.333,0.667,0,0,0,1,0,0,353.15,1.1466,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,,-22.68236862,1.938578828,0,3.667,0,0.00510179,0.409013761,0,0,3.666,0.333,3.001,0,0,0,0,0.333,0,0,0,0,0,92
978,CHOLINE CHLORIDE,malonic acid,0,0.333,0.667,0,0,0,1,0,0,363.15,1.1388,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,,-22.68236862,1.938578828,0,3.667,0,0.00510179,0.409013761,0,0,3.666,0.333,3.001,0,0,0,0,0.333,0,0,0,0,0,92
979,CHOLINE CHLORIDE,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,298,1.12,C[N+](C)(C)CCO.[Cl-],C(CO)O,,-22.68236862,-12.66094745,0,2.333,0,0.006113502,0.421032195,0,0,2.999,0.333,1.667,0,0,0,0,0.333,0,0,0,0,0,58
980,CHOLINE CHLORIDE,glycerol,0,0.333,0.667,0,0,0,1,0,0,298,1.18,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O,,-22.68236862,-16.00142117,0,3,0,0.004153813,0.520025295,0,0,3.666,0.333,2.334,0,0,0,0,0.333,0,0,0,0,0,81
981,CHOLINE CHLORIDE,malonic acid,0,0.5,0.5,0,0,0,1,0,0,298,1.25,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,,-22.68236862,1.938578828,0,3.5,0,0.00400865,0.41336458,0,0,4,0.5,2.5,0,0,0,0,0.5,0,0,0,0,0,92
982,CHOLINE CHLORIDE,urea,0,0.333,0.667,0,0,0,1,0,0,298,1.25,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N,,-22.68236862,7.672444172,0,3,0,0.005476268,0.462594522,0,0,2.332,1.667,1,0,0,0,0,0.333,0,0,0,0,0,101
983,CHOLINE CHLORIDE,FURFURYL ALCOHOL,0,0.167,0.833,0,0,0,1,0,0,303.15,1.1309,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,,-22.68236862,10.45763138,0,2.167,0.833,0.00706106,0.384897875,0,0,5,0.167,1.833,0,0,0,0,0.167,0,0,0,0,0,61
984,CHOLINE CHLORIDE,FURFURYL ALCOHOL,0,0.167,0.833,0,0,0,1,0,0,313.15,1.1238,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,,-22.68236862,10.45763138,0,2.167,0.833,0.00706106,0.384897875,0,0,5,0.167,1.833,0,0,0,0,0.167,0,0,0,0,0,61
985,CHOLINE CHLORIDE,FURFURYL ALCOHOL,0,0.167,0.833,0,0,0,1,0,0,323.15,1.1166,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,,-22.68236862,10.45763138,0,2.167,0.833,0.00706106,0.384897875,0,0,5,0.167,1.833,0,0,0,0,0.167,0,0,0,0,0,61
986,CHOLINE CHLORIDE,FURFURYL ALCOHOL,0,0.167,0.833,0,0,0,1,0,0,333.15,1.1095,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,,-22.68236862,10.45763138,0,2.167,0.833,0.00706106,0.384897875,0,0,5,0.167,1.833,0,0,0,0,0.167,0,0,0,0,0,61
987,CHOLINE CHLORIDE,FURFURYL ALCOHOL,0,0.2,0.8,0,0,0,1,0,0,303.15,1.1315,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,,-22.68236862,10.45763138,0,2.2,0.8,0.006567669,0.388338964,0,0,5,0.2,1.8,0,0,0,0,0.2,0,0,0,0,0,61
988,CHOLINE CHLORIDE,FURFURYL ALCOHOL,0,0.2,0.8,0,0,0,1,0,0,313.15,1.1243,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,,-22.68236862,10.45763138,0,2.2,0.8,0.006567669,0.388338964,0,0,5,0.2,1.8,0,0,0,0,0.2,0,0,0,0,0,61
989,CHOLINE CHLORIDE,FURFURYL ALCOHOL,0,0.2,0.8,0,0,0,1,0,0,323.15,1.1171,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,,-22.68236862,10.45763138,0,2.2,0.8,0.006567669,0.388338964,0,0,5,0.2,1.8,0,0,0,0,0.2,0,0,0,0,0,61
990,CHOLINE CHLORIDE,FURFURYL ALCOHOL,0,0.2,0.8,0,0,0,1,0,0,333.15,1.1099,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,,-22.68236862,10.45763138,0,2.2,0.8,0.006567669,0.388338964,0,0,5,0.2,1.8,0,0,0,0,0.2,0,0,0,0,0,61
991,CHOLINE CHLORIDE,FURFURYL ALCOHOL,0,0.25,0.75,0,0,0,1,0,0,303.15,1.1318,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,,-22.68236862,10.45763138,0,2.25,0.75,0.005938603,0.392830557,0,0,5,0.25,1.75,0,0,0,0,0.25,0,0,0,0,0,61
992,CHOLINE CHLORIDE,FURFURYL ALCOHOL,0,0.25,0.75,0,0,0,1,0,0,313.15,1.1252,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,,-22.68236862,10.45763138,0,2.25,0.75,0.005938603,0.392830557,0,0,5,0.25,1.75,0,0,0,0,0.25,0,0,0,0,0,61
993,CHOLINE CHLORIDE,FURFURYL ALCOHOL,0,0.25,0.75,0,0,0,1,0,0,323.15,1.1186,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,,-22.68236862,10.45763138,0,2.25,0.75,0.005938603,0.392830557,0,0,5,0.25,1.75,0,0,0,0,0.25,0,0,0,0,0,61
994,CHOLINE CHLORIDE,FURFURYL ALCOHOL,0,0.25,0.75,0,0,0,1,0,0,333.15,1.112,C[N+](C)(C)CCO.[Cl-],C1=COC(=C1)CO,,-22.68236862,10.45763138,0,2.25,0.75,0.005938603,0.392830557,0,0,5,0.25,1.75,0,0,0,0,0.25,0,0,0,0,0,61
995,CHOLINE CHLORIDE,LEVULINIC ACID,0,0.167,0.833,0,0,0,1,0,0,303.15,1.1337,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,,-22.68236862,13.19763138,0,3,0,0.005661797,0.392000718,0,0,5,0.167,2.666,0,0,0,0,0.167,0,0,0,0,0,64
996,CHOLINE CHLORIDE,LEVULINIC ACID,0,0.167,0.833,0,0,0,1,0,0,313.15,1.127,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,,-22.68236862,13.19763138,0,3,0,0.005661797,0.392000718,0,0,5,0.167,2.666,0,0,0,0,0.167,0,0,0,0,0,64
997,CHOLINE CHLORIDE,LEVULINIC ACID,0,0.167,0.833,0,0,0,1,0,0,323.15,1.1202,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,,-22.68236862,13.19763138,0,3,0,0.005661797,0.392000718,0,0,5,0.167,2.666,0,0,0,0,0.167,0,0,0,0,0,64
998,CHOLINE CHLORIDE,LEVULINIC ACID,0,0.167,0.833,0,0,0,1,0,0,333.15,1.113,C[N+](C)(C)CCO.[Cl-],CC(=O)CCC(=O)O,,-22.68236862,13.19763138,0,3,0,0.005661797,0.392000718,0,0,5,0.167,2.666,0,0,0,0,0.167,0,0,0,0,0,64
